                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 0.9266,                0.69443,                 1.4785,                0.90442,                0.96268,                0.97076,                 0.8281,                0.64724,                0.53076,                 1.2232,               0.000647,               0.000647,               0.000647
                     43,                0.94965,                0.68213,                 1.4598,                 0.8858,                0.95782,                0.93041,                0.77707,                0.64664,                0.58985,                 1.2405,               0.000614,               0.000614,               0.000614
                     44,                0.95856,                0.69854,                 1.4778,                0.92236,                0.94337,                0.96126,                0.81159,                 0.6528,                0.54293,                 1.2423,               0.000581,               0.000581,               0.000581
                     45,                0.94494,                0.66385,                 1.4858,                0.92561,                0.94293,                 0.9728,                0.83829,                 0.6379,                 0.5211,                   1.22,               0.000548,               0.000548,               0.000548
                     46,                0.92507,                0.67556,                  1.463,                 0.9313,                0.94045,                0.95827,                0.81756,                0.62169,                0.52678,                 1.2213,               0.000515,               0.000515,               0.000515
                     47,                0.96666,                0.69792,                 1.4976,                0.93198,                0.95197,                0.97429,                0.82674,                0.64388,                0.51785,                 1.2435,               0.000482,               0.000482,               0.000482
                     48,                0.91356,                0.64878,                 1.4633,                0.91433,                0.95341,                0.97013,                0.81941,                0.66481,                0.50899,                 1.2595,               0.000449,               0.000449,               0.000449
                     49,                0.93015,                 0.6692,                  1.455,                0.91661,                0.95467,                0.95867,                0.82737,                0.60704,                0.50899,                 1.2118,               0.000416,               0.000416,               0.000416
                     50,                0.91545,                0.67302,                 1.4477,                0.90596,                0.95619,                0.96098,                0.81931,                0.63369,                0.50366,                 1.2345,               0.000383,               0.000383,               0.000383
                     51,                0.71294,                0.67753,                  1.278,                0.92538,                0.95398,                 0.9792,                0.85147,                0.60216,                0.48412,                 1.2044,                0.00035,                0.00035,                0.00035
                     52,                0.66175,                0.59627,                 1.2578,                0.92724,                0.94541,                0.98123,                0.82265,                0.64439,                0.50048,                 1.2308,               0.000317,               0.000317,               0.000317
                     53,                0.65548,                0.56761,                 1.2412,                0.93502,                0.95285,                0.98075,                0.84671,                0.60233,                0.48735,                 1.1965,               0.000284,               0.000284,               0.000284
                     54,                0.67918,                0.56403,                 1.2942,                0.92856,                 0.9603,                0.97409,                 0.8379,                0.60502,                0.47494,                 1.2053,               0.000251,               0.000251,               0.000251
                     55,                0.66722,                0.55512,                 1.2534,                0.91837,                0.96774,                0.97154,                0.83188,                0.63299,                0.47174,                 1.2205,               0.000218,               0.000218,               0.000218
                     56,                 0.6797,                0.54476,                 1.2501,                0.92569,                0.96278,                0.97829,                0.84099,                 0.5979,                0.46038,                 1.1814,               0.000185,               0.000185,               0.000185
                     57,                 0.6521,                0.54244,                 1.2247,                0.92653,                0.96278,                0.98077,                0.84353,                0.61807,                  0.458,                 1.2065,               0.000152,               0.000152,               0.000152
                     58,                0.62925,                0.51958,                 1.1905,                0.92355,                0.95925,                0.98004,                0.85351,                0.57209,                0.44737,                  1.169,               0.000119,               0.000119,               0.000119
                     59,                 0.6058,                0.52231,                 1.2085,                0.93264,                0.95285,                0.98082,                 0.8615,                 0.5539,                0.43784,                 1.1528,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.60675,                0.51436,                 1.1909,                0.93267,                0.95782,                0.98234,                0.86537,                0.55076,                0.43049,                  1.156,                5.3e-05,                5.3e-05,                5.3e-05
